Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
Q7TMF3	NDUAC_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Mus musculus (Mouse)	145		Ndufa12			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q9UI09}.
Q0MQ94	NDUA3_PONAB	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	84		NDUFA3			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:O95167}.
O95299	NDUAA_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	Homo sapiens (Human)	355		NDUFA10		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;  Note=Binds 1 FAD per subunit.;	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:27626371}.
Q0MQ88	NDUAD_PONPY	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Complex I-B16.6) (CI-B16.6) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Pongo pygmaeus (Bornean orangutan)	144		NDUFA13			SUBUNIT: Complex I is composed of 45 different subunits. Interacts with CARD15, but not with CARD4. Interacts with STAT3, but not with STAT1, STAT2 and STAT5A. Interacts with OLFM4. {ECO:0000250|UniProtKB:Q9P0J0}.
Q8SPS2	NDUA1_VARRB	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit)	Varecia rubra (Red ruffed lemur) (Varecia variegata rubra)	70		NDUFA1			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:O15239}.
Q9DCJ5	NDUA8_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Mus musculus (Mouse)	172		Ndufa8			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:P51970}.
Q0MQ85	NDUAC_PONPY	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Pongo pygmaeus (Bornean orangutan)	145		NDUFA12			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q9UI09}.
Q0MQB4	NDUA9_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Pan troglodytes (Chimpanzee)	377		NDUFA9		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. Interacts with BLOC1S1 (By similarity). Interacts with SLC2A4. Interacts with CLOCK (By similarity). {ECO:0000250|UniProtKB:Q16795, ECO:0000250|UniProtKB:Q5BK63}.
Q86IZ2	NDUAD_DICDI	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	Dictyostelium discoideum (Slime mold)	113		ndufa13 DDB_G0274311			SUBUNIT: Complex I is composed of about 45 different subunits. {ECO:0000250}.
Q8SPF0	NDUA1_GORGO	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit)	Gorilla gorilla gorilla (Western lowland gorilla)	70		NDUFA1			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:O15239}.
O95167	NDUA3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	Homo sapiens (Human)	84		NDUFA3			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:27626371}.
P54713	NDUAA_CANLF	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10 (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit) (Fragment)	Canis lupus familiaris (Dog) (Canis familiaris)	12		NDUFA10		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. {ECO:0000250|UniProtKB:O95299}.
Q99LC3	NDUAA_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	Mus musculus (Mouse)	355		Ndufa10		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;  Note=Binds 1 FAD per subunit.;	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. {ECO:0000250|UniProtKB:O95299}.
Q54MV7	NDUAC_DICDI	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	Dictyostelium discoideum (Slime mold)	138		ndufa12 DDB_G0285783			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250}.
Q3SZ44	NUA4L_BOVIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2	Bos taurus (Bovine)	87		NDUFA4L2			
Q559Z0	NDUA9_DICDI	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	Dictyostelium discoideum (Slime mold)	356		ndufa9 DDB_G0272266		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of about 45 different subunits. This a component of the hydrophobic protein fraction (By similarity). {ECO:0000250}.
P0CB81	NDUA9_PONAB	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	377		NDUFA9		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. Interacts with BLOC1S1 (By similarity). Interacts with SLC2A4. Interacts with CLOCK (By similarity). {ECO:0000250|UniProtKB:Q16795, ECO:0000250|UniProtKB:Q5BK63}.
Q9D8B4	NDUAB_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	Mus musculus (Mouse)	141		Ndufa11			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q86Y39}.
Q0MQ98	NDUA4_GORGO	Cytochrome c oxidase subunit NDUFA4	Gorilla gorilla gorilla (Western lowland gorilla)	81		NDUFA4			SUBUNIT: Component of the cytochrome c oxidase complex (COX, complex IV). {ECO:0000250}.
Q0MQ99	NDUA4_PANTR	Cytochrome c oxidase subunit NDUFA4	Pan troglodytes (Chimpanzee)	81		NDUFA4			SUBUNIT: Component of the cytochrome c oxidase complex (COX, complex IV). {ECO:0000250}.
Q9NRX3	NUA4L_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2 (NADH-ubiquinone oxidoreductase MLRQ subunit homolog) (NUOMS)	Homo sapiens (Human)	87		NDUFA4L2			
Q9P0J0	NDUAD_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Homo sapiens (Human)	144		NDUFA13 GRIM19 CDA016 CGI-39			SUBUNIT: Complex I is composed of 45 different subunits (PubMed:27626371). Interacts with CARD15, but not with CARD4 (PubMed:12611891, PubMed:15753091). Interacts with STAT3, but not with STAT1, STAT2 and STAT5A (PubMed:12628925, PubMed:12867595). Interacts with OLFM4 (PubMed:15059901). {ECO:0000269|PubMed:12163600, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:12628925, ECO:0000269|PubMed:12867595, ECO:0000269|PubMed:15059901, ECO:0000269|PubMed:15753091, ECO:0000269|PubMed:27626371}.; SUBUNIT: (Microbial infection) Interacts with HHV-8 IRF1, in the nucleus, with HPV-16 E6 and SV40 LT (PubMed:12163600). {ECO:0000269|PubMed:12163600}.
Q0MQB9	NDUAB_GORGO	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	Gorilla gorilla gorilla (Western lowland gorilla)	141		NDUFA11			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q86Y39}.
Q02370	NDUA2_BOVIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	Bos taurus (Bovine)	99		NDUFA2			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
Q0MQ92	NDUA2_GORGO	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	Gorilla gorilla gorilla (Western lowland gorilla)	99		NDUFA2			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:O43678}.
Q0MQ96	NDUA3_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	Pan troglodytes (Chimpanzee)	84		NDUFA3			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:O95167}.
Q01321	NDUA4_BOVIN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	Bos taurus (Bovine)	82		NDUFA4			SUBUNIT: Component of the cytochrome c oxidase complex (COX, complex IV). {ECO:0000250}.
Q0MQB1	NDUA8_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Pan troglodytes (Chimpanzee)	172		NDUFA8			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:P51970}.
P0CB92	NDUA8_PONPY	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	172		NDUFA8			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:P51970}.
Q0MQB7	NDUAA_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	Pan troglodytes (Chimpanzee)	355		NDUFA10		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. {ECO:0000250|UniProtKB:O95299}.
Q95KV7	NDUAD_BOVIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic-interferon-induced mortality 19 protein) (GRIM-19) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Bos taurus (Bovine)	144		NDUFA13 GRIM19			SUBUNIT: Complex I is composed of 45 different subunits (PubMed:18721790). Interacts with CARD15, but not with CARD4. Interacts with STAT3, but not with STAT1, STAT2 and STAT5A. Interacts with OLFM4. {ECO:0000250|UniProtKB:Q9P0J0, ECO:0000269|PubMed:18721790}.
Q9DC69	NDUA9_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Mus musculus (Mouse)	377		Ndufa9		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction. Interacts with BLOC1S1 (By similarity). Interacts with SLC2A4. Interacts with CLOCK (By similarity). {ECO:0000250|UniProtKB:Q16795, ECO:0000250|UniProtKB:Q5BK63}.
Q0MQ86	NDUAC_GORGO	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Gorilla gorilla gorilla (Western lowland gorilla)	145		NDUFA12			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q9UI09}.
Q9ERS2	NDUAD_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Mus musculus (Mouse)	144		Ndufa13 Grim19			SUBUNIT: Complex I is composed of 45 different subunits. Interacts with CARD15, but not with CARD4. Interacts with STAT3, but not with STAT1, STAT2 and STAT5A. Interacts with OLFM4. {ECO:0000250|UniProtKB:Q9P0J0}.
Q0MQ87	NDUAC_PANTR	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Pan troglodytes (Chimpanzee)	145		NDUFA12			SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250|UniProtKB:Q9UI09}.
