Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
O99823	NU3M_RHISA	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Rhipicephalus sanguineus (Brown dog tick) (Ixodes sanguineus)	114	7.1.1.2	ND3			
P15584	NU5M_PARTE	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Paramecium tetraurelia	570	7.1.1.2	ND5 NDH5			
Q1HR20	NU4M_AEDAE	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	447	7.1.1.2	mt:ND4 ND4			
O21616	NU3M_PODFL	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Podomys floridanus (Florida mouse) (Hesperomys floridanus)	115	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
Q1HUZ9	NU4LM_PLADO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Platyrrhinus dorsalis (Thomas's broad-nosed bat)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P03909	NU4M_HYLLA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Hylobates lar (Common gibbon) (White-handed gibbon)	459	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P15581	NU4M_PARTE	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Paramecium tetraurelia	474	7.1.1.2	ND4 NDH4			
P09045	NU1M_LOCMI	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Locusta migratoria (Migratory locust)	313	7.1.1.2	ND1			
Q679C1	NU4LM_LOBCR	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Lobodon carcinophaga (Crabeater seal) (Phoca carcinophaga)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q1HV29	NU4LM_VAMBI	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Vampyressa bidens (Bidentate yellow-eared bat) (Vampyriscus bidens)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q8HBG2	NU4LM_VARRB	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Varecia rubra (Red ruffed lemur) (Varecia variegata rubra)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q08GU6	NU4LM_VULVU	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Vulpes vulpes (Red fox)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
O03773	NU4M_POROP	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4) (Fragment)	Porthidium ophryomegas (Slender hognose viper)	231	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
O79436	NU4M_RABIT	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Oryctolagus cuniculus (Rabbit)	459	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q9ZZM4	NU4M_SALSA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Salmo salar (Atlantic salmon)	460	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q36150	NU4M_TARSY	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4) (Fragment)	Tarsius syrichta (Philippine tarsier)	167	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P26851	NU4LM_MARPO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Marchantia polymorpha (Liverwort) (Marchantia aquatica)	100	7.1.1.2	ND4L NAD4L			SUBUNIT: Complex I is composed of about 45 different subunits. {ECO:0000250}.
Q4JQH8	NU4M_TETNG	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	460	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P43190	NU6M_AETPU	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Aethia pusilla (Least auklet)	173	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
Q36834	NU4M_TRIRU	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	494	7.1.1.2	ND4 NADH4			
Q31696	NU5M_ANOQN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5) (Fragment)	Anopheles quadriannulatus (Mosquito)	265	7.1.1.2	ND5			
P50365	NU5M_ALLMA	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Allomyces macrogynus	641	7.1.1.2	ND5 NAD5			
P43189	NU6M_AETCR	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Aethia cristatella (Crested auklet)	173	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
P48922	NU6M_ALBCA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Albinaria caerulea (Land snail)	155	7.1.1.2	ND6			
Q9B6D6	NU4M_YARLI	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	486	7.1.1.2	ND4			SUBUNIT: Complex I is composed of 37 different subunits. {ECO:0000269|PubMed:15282186}.
Q5ZNA1	NU4M_ZAGBR	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Zaglossus bruijni (Western long-beaked echidna)	459	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q9ZXY4	NU1M_PAPHA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Papio hamadryas (Hamadryas baboon)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P24978	NU5M_BALPH	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Balaenoptera physalus (Fin whale) (Balaena physalus)	606	7.1.1.2	MT-ND5 MTND5 NADH5 ND5			
P24896	NU5M_CAEEL	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Caenorhabditis elegans	527	7.1.1.2	nduo-5 nd5 MTCE.35			
O78747	NU1M_SHEEP	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Ovis aries (Sheep)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q9ZZ54	NU1M_SQUAC	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Squalus acanthias (Spiny dogfish)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O21397	NU1M_STRCA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Struthio camelus (Common ostrich)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q8M888	NU1M_TADIN	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Tadarida insignis (Oriental free-tailed bat)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P08739	NU5M_CHLRE	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Chlamydomonas reinhardtii (Chlamydomonas smithii)	546	7.1.1.2	ND5 NAD5			
Q2I3H3	NU2M_ELEMA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Elephas maximus (Indian elephant)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q7IVV2	NU4LM_MUNGO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Muntiacus gongshanensis (Gongshan muntjac)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q6EMT1	NU1M_BOSIN	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Bos indicus (Zebu)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q401Y8	NU4LM_ROUAE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q1HV53	NU4LM_STERU	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Stenoderma rufum (Red fruit bat) (Desmarest's red fig-eating bat)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P92649	NU4M_LACMU	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4) (Fragment)	Lachesis muta muta (Bushmaster)	231	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q00GQ9	NU4LM_LEPSH	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Lepilemur sahamalazensis (Sahamalaza sportive lemur)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q36424	NU4M_LOCMI	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Locusta migratoria (Migratory locust)	444	7.1.1.2	ND4			
O79677	NU4M_PELSU	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Pelomedusa subrufa (African side-necked turtle)	459	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P48905	NU2M_FELCA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Felis catus (Cat) (Felis silvestris catus)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P03891	NU2M_HUMAN	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Homo sapiens (Human)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q8LX31	NU2M_LEMCA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Lemur catta (Ring-tailed lemur)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q35832	NU5M_MESFR	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5) (Fragment)	Mesocentrotus franciscanus (Giant red sea urchin) (Strongylocentrotus franciscanus)	130	7.1.1.2	ND5			
Q50DL2	NU4LM_CHLAE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q679B0	NU4LM_MONMN	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Monachus monachus (Mediterranean monk seal)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P18931	NU4M_DROME	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Drosophila melanogaster (Fruit fly)	446	7.1.1.2	mt:ND4 ND4 CG34085			
P20688	NU3M_ONCNE	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Oncorhynchus nerka (Sockeye salmon) (Salmo nerka)	116	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
Q1HK43	NU4LM_CANLA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Canis latrans (Coyote)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P03913	NU4M_ASPAM	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Aspergillus amstelodami	488	7.1.1.2	ND4			
Q3L6Q6	NU4LM_PROLO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Procyon lotor (Raccoon)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q70RS8	NU4LM_INIGE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Inia geoffrensis (Amazon river dolphin)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P05507	NU4LM_RAT	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Rattus norvegicus (Rat)	98	7.1.1.2	Mtnd4l mt-Nd4l Nd4l			
Q3L6R7	NU4LM_TAXTA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Taxidea taxus (American badger)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q9ZZZ1	NU1M_HIPAM	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Hippopotamus amphibius (Hippopotamus)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P16672	NU1M_LITCT	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Lithobates catesbeiana (American bullfrog) (Rana catesbeiana)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q9TA21	NU4LM_LOXAF	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Loxodonta africana (African elephant)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q9XK21	NU4LM_MACHE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Macaca hecki (Heck's macaque)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P92667	NU4LM_MACRO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Macropus robustus (Wallaroo) (Euro)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q37372	NU5M_ACACA	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Acanthamoeba castellanii (Amoeba)	675	7.1.1.2	ND5 NAD5			
B0FWD6	NU6M_AEDAE	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	173	7.1.1.2	mt:ND6 ND6			
P34854	NU5M_ANOGA	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Anopheles gambiae (African malaria mosquito)	580	7.1.1.2	mt:ND5 ND5			
O21409	NU2M_SCYCA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Scyliorhinus canicula (Small-spotted catshark) (Squalus canicula)	348	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O47434	NU2M_BRAFL	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Branchiostoma floridae (Florida lancelet) (Amphioxus)	346	7.1.1.2	ND2 NAD2 NADH2			
Q37376	NU2M_ACACA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Acanthamoeba castellanii (Amoeba)	527	7.1.1.2	ND2 NAD2			
P19042	NU2M_ARTSA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2) (Fragments)	Artemia salina (Brine shrimp)	136	7.1.1.2	ND2			
P24970	NU2M_BALPH	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Balaenoptera physalus (Fin whale) (Balaena physalus)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q534E0	NU2M_AILFU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Ailurus fulgens (Lesser panda) (Red panda)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q85PR2	NU2M_CANLU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Canis lupus (Gray wolf)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q2I3G4	NU5M_ELEMA	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Elephas maximus (Indian elephant)	606	7.1.1.2	MT-ND5 MTND5 NADH5 ND5			
Q32ZZ4	NU2M_THONI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Thoopterus nigrescens (Swift fruit bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O21070	NU2M_LAMFL	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Lampetra fluviatilis (European river lamprey) (Petromyzon fluviatilis)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q9T9W7	NU3M_PANPA	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Pan paniscus (Pygmy chimpanzee) (Bonobo)	115	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
Q34951	NU2M_LUMTE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Lumbricus terrestris (Common earthworm)	335	7.1.1.2	ND2			
O63794	NU2M_MARAE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Mareca americana (American wigeon) (Anas americana)	346	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q2TGY3	NU2M_MARFA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Martes flavigula (Yellow-throated marten)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P12771	NU2M_PARLI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Paracentrotus lividus (Common sea urchin)	352	7.1.1.2	ND2			
Q95910	NU2M_POLOR	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Polypterus ornatipinnis (Ornate bichir)	345	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q9TA28	NU2M_LOXAF	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Loxodonta africana (African elephant)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O21560	NU3M_ORYPA	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Oryzomys palustris (Marsh rice rat)	115	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
O21546	NU3M_PHYDA	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Phyllotis darwini (Darwin's leaf-eared mouse)	115	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
Q36428	NU5M_LOCMI	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Locusta migratoria (Migratory locust)	572	7.1.1.2	ND5			
Q08HG7	NU4LM_NEOCN	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Neophoca cinerea (Australian sea lion)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q9ZZ53	NU2M_SQUAC	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Squalus acanthias (Spiny dogfish)	348	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q2TQ15	NU2M_SYLOL	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Sylvisorex ollula (Greater forest shrew)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q9B6C8	NU2M_YARLI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	469	7.1.1.2	ND2			SUBUNIT: Complex I is composed of 37 different subunits. {ECO:0000269|PubMed:15282186}.
Q9ZZZ0	NU2M_HIPAM	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Hippopotamus amphibius (Hippopotamus)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P41305	NU2M_DIDVI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Didelphis virginiana (North American opossum) (Didelphis marsupialis virginiana)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P29867	NU2M_DROMA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2) (Fragment)	Drosophila mauritiana (Fruit fly)	274	7.1.1.2	mt:ND2 ND2			
O21520	NU4LM_MICPE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Microtus pennsylvanicus (Meadow vole)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q01561	NU5M_TRIRU	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	653	7.1.1.2	ND5 NADH5			
Q679B9	NU4LM_OMMRO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Ommatophoca rossii (Ross seal)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q0H8Y9	NU2M_USTMA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	538	7.1.1.2	ND2 NAD2			
P03896	NU2M_DROME	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Drosophila melanogaster (Fruit fly)	341	7.1.1.2	mt:ND2 NADH2 ND2			
O03697	NU4M_BOTAS	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4) (Fragment)	Bothrops asper (Terciopelo)	231	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P18942	NU4LM_CHICK	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Gallus gallus (Chicken)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
O79411	NU5M_SCYCA	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Scyliorhinus canicula (Small-spotted catshark) (Squalus canicula)	609	7.1.1.2	MT-ND5 MTND5 NADH5 ND5			
Q1HV38	NU4LM_CHIVL	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Chiroderma villosum (Hairy big-eyed bat)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q534B1	NU2M_AILME	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Ailuropoda melanoleuca (Giant panda)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P24996	NU2M_PISOC	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Pisaster ochraceus (Ochre sea star) (Asterias ochracea)	353	7.1.1.2	ND2			
P15578	NU2M_PODAN	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	556	7.1.1.2	ND2			
Q94VE5	NU2M_VARML	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Varanus melinus (Quince monitor lizard)	345	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P05510	NU5M_NEUCR	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	715	7.1.1.2	ndh-5 ND5 NCM001 NCU16012			
P48902	NU2M_ALBCA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Albinaria caerulea (Land snail)	307	7.1.1.2	ND2			
Q33636	NU2M_ANOAL	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2) (Fragment)	Anopheles albimanus (New world malaria mosquito)	170	7.1.1.2	ND2			
P34848	NU2M_ANOGA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Anopheles gambiae (African malaria mosquito)	341	7.1.1.2	mt:ND2 ND2			
P93401	NU2M_OENBE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Oenothera berteroana (Bertero's evening primrose)	488	7.1.1.2	ND2 NAD2			
Q330H2	NU2M_PERKA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Peropteryx kappleri (Greater dog-like bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P15549	NU2M_STRPU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Strongylocentrotus purpuratus (Purple sea urchin)	352	7.1.1.2	ND2			
Q598Z5	NU4LM_BALBO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Balaenoptera borealis (Sei whale) (Pollack whale)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P24997	NU3M_PISOC	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Pisaster ochraceus (Ochre sea star) (Asterias ochracea)	116	7.1.1.2	ND3			
Q37131	NU4LM_ONCMA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L) (Fragment)	Oncorhynchus masou (Cherry salmon) (Masu salmon)	76	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
