Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
Q5XIF3	NDUS4_RAT	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Rattus norvegicus (Rat)	175		Ndufs4			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43181}.
P0CB83	NDUS7_PONAB	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	213	1.6.99.3; 7.1.1.2	NDUFS7		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75251}.
Q54I90	NDUV1_DICDI	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Dictyostelium discoideum (Slime mold)	479	1.6.99.3; 7.1.1.2	ndufv1 qinA rcdG veg107 DDB_G0288875		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of about 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
Q9D6J6	NDUV2_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	Mus musculus (Mouse)	248	1.6.99.3; 7.1.1.2	Ndufv2		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
P56181	NDUV3_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)	Homo sapiens (Human)	108		NDUFV3			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:27626371}.
P0CB96	NDUS4_PONPY	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	175		NDUFS4			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43181}.
P52504	NDUS6_RAT	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	Rattus norvegicus (Rat)	116		Ndufs6 Ip13			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75380}.
P25708	NDUV1_BOVIN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Bos taurus (Bovine)	464	1.6.99.3; 7.1.1.2	NDUFV1 UQOR1		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
Q16795	NDUA9_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Homo sapiens (Human)	377		NDUFA9 NDUFS2L		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;  Note=Binds 1 FAD per subunit.;	SUBUNIT: Complex I is composed of 45 different subunits. This a component of the hydrophobic protein fraction (PubMed:12611891, PubMed:27626371). Interacts with BLOC1S1 (PubMed:22309213). Interacts with SLC2A4 (By similarity). Interacts with CLOCK (PubMed:28985504). {ECO:0000250|UniProtKB:Q5BK63, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:22309213, ECO:0000269|PubMed:27626371, ECO:0000269|PubMed:28985504}.
Q641Y2	NDUS2_RAT	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Rattus norvegicus (Rat)	463	1.6.99.3; 7.1.1.2	Ndufs2		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. Component of the iron-sulfur (IP) fragment of the enzyme. Interacts with NDUFAF3. Interacts with NDUFAF7. {ECO:0000250|UniProtKB:O75306}.
Q9DCT2	NDUS3_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	Mus musculus (Mouse)	263	1.6.99.3; 7.1.1.2	Ndufs3			SUBUNIT: Complex I is composed of 45 different subunits. Interacts with NDUFAF3. {ECO:0000250}.
P42028	NDUS8_BOVIN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	Bos taurus (Bovine)	212	1.6.99.3; 7.1.1.2	NDUFS8		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
Q0MQG7	NDUS3_GORGO	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	Gorilla gorilla gorilla (Western lowland gorilla)	263	1.6.99.3; 7.1.1.2	NDUFS3			SUBUNIT: Complex I is composed of 45 different subunits. Interacts with NDUFAF3. {ECO:0000250}.
P86217	NDUS3_MESAU	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit) (Fragments)	Mesocricetus auratus (Golden hamster)	94	1.6.99.3; 7.1.1.2	NDUFS3			SUBUNIT: Mammalian complex I is composed of 45 different subunits. Interacts with NDUFAF3 (By similarity). {ECO:0000250|UniProtKB:O75489}.
P0CB84	NDUS7_PONPY	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	213	1.6.99.3; 7.1.1.2	NDUFS7		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75251}.
Q0MQJ1	NDUV3_GORGO	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)	Gorilla gorilla gorilla (Western lowland gorilla)	108		NDUFV3			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000250|UniProtKB:P56181}.
P0CB98	NDUS8_PONPY	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	210	1.6.99.3; 7.1.1.2	NDUFS8		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250}.
Q9DC70	NDUS7_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Mus musculus (Mouse)	224	1.6.99.3; 7.1.1.2	Ndufs7		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75251}.
P23709	NDUS3_BOVIN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	Bos taurus (Bovine)	266	1.6.99.3; 7.1.1.2	NDUFS3			SUBUNIT: Mammalian complex I is composed of 45 different subunits. Interacts with NDUFAF3 (By similarity). {ECO:0000250, ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
P23934	NDUS6_BOVIN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	Bos taurus (Bovine)	124		NDUFS6			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000269|PubMed:1518044, ECO:0000269|PubMed:18721790}.
P49821	NDUV1_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Homo sapiens (Human)	464	1.6.99.3; 7.1.1.2	NDUFV1 UQOR1		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000269|PubMed:12611891}.
O75251	NDUS7_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	Homo sapiens (Human)	213	1.6.99.3; 7.1.1.2	NDUFS7		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000269|PubMed:12611891}.
O75306	NDUS2_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Homo sapiens (Human)	463	1.6.99.3; 7.1.1.2	NDUFS2		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 1 [4Fe-4S] cluster.;	SUBUNIT: Complex I is composed of 45 different subunits. Component of the iron-sulfur (IP) fragment of the enzyme (PubMed:12611891). Interacts with NDUFAF3 (PubMed:19463981). Interacts with NDUFAF7 (PubMed:20406883, PubMed:24089531). {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:19463981, ECO:0000269|PubMed:20406883, ECO:0000269|PubMed:24089531}.
Q9CXZ1	NDUS4_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Mus musculus (Mouse)	175		Ndufs4			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43181}.
Q0MQJ2	NDUV3_PANTR	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)	Pan troglodytes (Chimpanzee)	108		NDUFV3			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000250|UniProtKB:P56181}.
Q0MQJ0	NDUV3_PONPY	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	108		NDUFV3			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000250|UniProtKB:P56181}.
Q6PCU8	NDUV3_RAT	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)	Rattus norvegicus (Rat)	108		Ndufv3			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000250|UniProtKB:P56181}.
P0CB67	NDUS1_PONAB	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	727	1.6.99.3; 7.1.1.2	NDUFS1		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250|UniProtKB:Q56223}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250|UniProtKB:Q56223};	SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250}.
P19234	NDUV2_RAT	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	Rattus norvegicus (Rat)	248	1.6.99.3; 7.1.1.2	Ndufv2		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme.
Q54NI6	NDUS7_DICDI	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	Dictyostelium discoideum (Slime mold)	178		ndufs7 DDB_G0285239			SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75251}.
Q99LY9	NDUS5_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	Mus musculus (Mouse)	106		Ndufs5			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43920}.
P04394	NDUV2_BOVIN	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH dehydrogenase subunit II) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	Bos taurus (Bovine)	249	1.6.99.3; 7.1.1.2	NDUFV2		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
Q0MQH5	NDUS6_PONPY	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	Pongo pygmaeus (Bornean orangutan)	124		NDUFS6			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O75380}.
Q8K3J1	NDUS8_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)	Mus musculus (Mouse)	212	1.6.99.3; 7.1.1.2	Ndufs8		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250}.
Q0MQI4	NDUV1_PONPY	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	464	1.6.99.3; 7.1.1.2	NDUFV1		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
Q8T1V6	NDUS4_DICDI	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	Dictyostelium discoideum (Slime mold)	190		ndufs4 DDB_G0295657			SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme (By similarity). {ECO:0000250}.
Q66HF1	NDUS1_RAT	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2)	Rattus norvegicus (Rat)	727	1.6.99.3; 7.1.1.2	Ndufs1		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250|UniProtKB:Q56223}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250|UniProtKB:Q56223};	SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250}.
P42026	NDUS7_BOVIN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	Bos taurus (Bovine)	216	1.6.99.3; 7.1.1.2	NDUFS7		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
P0CB88	NDUS5_PONPY	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	106		NDUFS5			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43920}.
P49820	NDUV2_CANLF	NADH dehydrogenase [ubiquinone] flavoprotein 2 (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit) (Fragment)	Canis lupus familiaris (Dog) (Canis familiaris)	11	1.6.99.3; 7.1.1.2	NDUFV2		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
Q0MQG1	NDUS1_GORGO	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	Gorilla gorilla gorilla (Western lowland gorilla)	727	1.6.99.3; 7.1.1.2	NDUFS1		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250|UniProtKB:Q56223}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250|UniProtKB:Q56223};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250|UniProtKB:Q56223};	SUBUNIT: Complex I is composed of 45 different subunits. {ECO:0000250}.
Q0MQG4	NDUS2_GORGO	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Gorilla gorilla gorilla (Western lowland gorilla)	463	1.6.99.3; 7.1.1.2	NDUFS2		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 1 [4Fe-4S] cluster.;	SUBUNIT: Complex I is composed of 45 different subunits. Component of the iron-sulfur (IP) fragment of the enzyme. Interacts with NDUFAF3. Interacts with NDUFAF7. {ECO:0000250|UniProtKB:O75306}.
Q0MQG8	NDUS3_PANTR	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	Pan troglodytes (Chimpanzee)	264	1.6.99.3; 7.1.1.2	NDUFS3			SUBUNIT: Complex I is composed of 45 different subunits. Interacts with NDUFAF3. {ECO:0000250}.
M5A8F1	SUPYN_HUMAN	Suppressyn (Endogenous retrovirus group 48 member 1) (NDUFV3 antisense RNA 1) (endogenous retrovirus group Fb member 1)	Homo sapiens (Human)	160		ERVH48-1 C21orf105 HERV-Fb1 NDUFV3-AS1			SUBUNIT: Interacts (secreted) with SLC1A5; mainly at cell surface. {ECO:0000269|PubMed:23492904}.
Q54F10	NDUV2_DICDI	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2)	Dictyostelium discoideum (Slime mold)	247	1.6.99.3; 7.1.1.2	ndufv2 DDB_G0291173		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
Q0MQI7	NDUV2_PONPY	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	Pongo pygmaeus (Bornean orangutan)	249	1.6.99.3; 7.1.1.2	NDUFV2		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme (By similarity). {ECO:0000250}.
P0CB97	NDUS8_PONAB	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	210	1.6.99.3; 7.1.1.2	NDUFS8		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000250};	SUBUNIT: Complex I is composed of 45 different subunits This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250}.
Q0MQH4	NDUS5_PANTR	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	Pan troglodytes (Chimpanzee)	106		NDUFS5			SUBUNIT: Mammalian complex I is composed of 45 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme. {ECO:0000250|UniProtKB:O43920}.
