Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
1305814	CBM13(117-257)+GH95(267-993)	GH95+CBM13+CBM32+CBM51	CBM13+GH95	Y(1-21)	3
1306473	GH3(548-793)	GH3	GH3	Y(1-20)	3
1306659	CE16(148-363)	N	N	N	1
1306697	GH3(601-799)	GH3	GH3	N	3
1307221	GH16_10(38-235)	N	GH16_10	N	2
1307515	GT71(184-427)	N	N	N	1
1307765	GH114(241-432)	GH114	N	N	2
1307926	GH10(25-329)	GH10+CBM22+CBM9	N	Y(1-19)	2
1308050	PL1_6(130-344)	N	PL1	N	2
1308100	GH10(155-489)	GH10+CBM9	GH10	N	3
1308147	PL4(18-574)	N	PL4	Y(1-20)	2
1308197	GT2_Chitin_synth_2(502-1001)	GT2	GT2	N	3
1308268	CE1(147-369)	CE1	CE1	Y(1-23)	3
1308986	GT2_Glycos_transf_2(28-161)	N	N	N	1
1309030	CE16(7-232)	N	N	N	1
1309038	GT2_Glycos_transf_2(28-174)	N	N	N	1
1309416	PL3_2(114-315)	PL3	N	Y(1-24)	2
1309418	PL3_2(115-316)	PL3	N	Y(1-24)	2
1309607	GH18(44-416)	GH18+CBM12+CBM2+CBM5+CBM54	N	N	2
1309684	GH11(46-226)	GH11	GH11	Y(1-21)	3
1310068	PL1_6(122-347)	N	PL1	Y(1-20)	2
1310133	GH6(152-455)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1310402	CE16(148-363)	N	N	N	1
1310557	GH11(51-239)	N	CBM1+GH11	Y(1-23)	2
1310558	GH11(51-239)	N	CBM1+GH11	Y(1-23)	2
1311118	GH18(48-376)	N	N	Y(1-20)	1
1311718	GH5_4(59-330)	GH5+CBM1+CBM72+CBM79	GH5_4	N	3
1311779	GH114(32-227)	N	N	Y(1-23)	1
1312512	CE18(239-601)	N	N	N	1
1312689	GH18(96-457)	GH18+CBM12	N	N	2
1312737	GH26(173-347)+GH26(501-640)	N	GH26	N	2
1312738	GH26(173-321)+GH26(501-641)	N	GH26	N	2
1312742	GH26(184-324)+GH26(556-696)+GH26(895-1035)+GH26(1231-1371)	GH26	GH26	Y(1-28)	3
1313027	GH6(149-450)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1313121	GH5_8(4-107)+GH5_8(345-464)	N	N	N	1
1313242	CBM87(42-257)+CE18(261-617)	N	N	N	1
1313290	GH6(27-273)	GH6+CBM1	GH6	Y(1-24)	3
1313375	CE12(82-292)	CE12	N	Y(1-20)	2
1313536	PL1_7(141-324)	PL1	N	Y(1-19)	2
1313560	GH5_4(59-331)	GH5	GH5_4	N	3
1313739	PL4(17-579)	N	PL4	Y(1-20)	2
1314071	GH6(149-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1314073	GH6(149-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1314078	GT8(5-234)	GT8	N	N	2
1314111	GH11(46-222)	N	N	Y(1-28)	1
1314358	GH16_21(32-229)	N	GH16_21	Y(1-21)	2
1314361	GH16_21(32-229)	N	GH16_21	Y(1-21)	2
1314410	GH43_35(1-292)	GH43	N	N	2
1314517	CE1(251-481)	CE1	CE1	Y(1-31)	3
1314847	CE1(176-399)+CE1(493-722)+CE1(815-1038)+CE1(1132-1355)+CE1(1449-1672)+CE1(1766-1995)	N	CE1	N	2
1314998	GH11(46-226)	GH11	GH11	Y(1-21)	3
1314999	GH11(46-226)	GH11	GH11	Y(1-21)	3
1315001	GH11(46-226)	GH11	GH11	Y(1-21)	3
1315065	PL1_7(177-358)	PL1	N	Y(1-19)	2
1315070	PL1_7(134-315)+PL1_7(589-770)	PL1	N	N	2
1315091	GH11(48-228)	GH11	GH11	Y(1-22)	3
1315092	GH11(48-228)	GH11	GH11	Y(1-23)	3
1315385	GH5_7(59-381)	N	N	Y(1-18)	1
1315540	CE4(52-180)	N	N	Y(1-23)	1
1315569	CE1(257-488)	N	CE1	Y(1-31)	2
1316247	GH115(128-890)	GH115	GH115	Y(1-22)	3
1316522	CE4(26-151)	CE4+CBM18	N	Y(1-25)	2
1317044	GH11(48-228)	GH11	GH11	Y(1-22)	3
1317047	CE4(29-146)	N	N	N	1
1317193	GH11(56-244)	N	CBM1+GH11	Y(1-29)	2
1317226	CBM63(180-250)	N	N	Y(1-25)	1
1317297	GT39(60-298)	GT39	GT39	N	3
1317439	GH5_1(211-525)	GH5+CBM2+CBM3	CBM3+GH5_1	Y(1-28)	3
1317457	GH11(53-241)+GH11(316-504)+GH11(579-767)+CE4(925-1054)	CE4	CBM1+GH11	Y(1-26)	3
1317462	GH115(245-979)	GH115	GH115	Y(1-26)	3
1317855	PL3_2(37-239)	N	N	Y(1-19)	1
1317857	PL3(35-128)+PL3_2(129-219)	N	N	Y(1-19)	1
1317859	PL3_2(37-239)	N	N	Y(1-19)	1
1317867	PL3_2(37-239)	N	N	Y(1-19)	1
1317869	PL3_2(37-239)	N	N	Y(1-19)	1
1317870	PL3_2(37-239)	N	N	Y(1-19)	1
1317914	GH10(158-504)	GH10+CBM9	GH10	N	3
1318541	GH11(46-226)	GH11	GH11	Y(1-21)	3
1318560	GH6(149-452)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1318731	GT71(181-421)	N	N	N	1
1319055	GT76(18-484)	N	N	N	1
1319511	GT2_Glycos_transf_2(15-155)	N	N	N	1
1319533	GH11(48-228)	GH11	GH11	Y(1-23)	3
1320330	GH11(45-166)	GH11	CBM1+GH11	Y(1-27)	3
1322209	CE4(26-147)	CE4	N	N	2
1322229	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1322299	CE6(118-211)	CE6	N	N	2
1322989	PL3_2(205-406)	PL3	N	N	2
1323002	CE1(54-179)+GH11(455-639)	GH11	CE1+GH11	N	3
1325288	GH114(30-227)	N	N	Y(1-21)	1
1327500	PL4(218-542)	N	N	N	1
1327518	GH10(27-324)	GH10+CBM22	CBM1+GH10	Y(1-22)	3
1329937	GH6(151-453)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1331981	CBM87(91-305)+CE18(316-688)	N	N	N	1
1334034	PL1_7(162-343)	PL1	N	Y(1-19)	2
1334336	CE16(6-139)	N	N	N	1
1334748	GH13_8(258-551)	GH13+CBM48	CBM48+GH13_8	N	3
1337907	GH43_1(8-317)	GH43	GH43_1	N	3
133895	CE4(29-146)	N	N	N	1
1340494	GT2_Chitin_synth_2(412-924)	GT2	GT2	N	3
1340998	CBM29(531-668)	N	N	N	1
1345476	GH11(48-231)+GH11(317-500)+GH11(592-775)+CE4(846-975)	GH11	GH11	Y(1-22)	3
1345796	GT2_Chitin_synth_2(460-963)	GT2	GT2	N	3
1346175	PL4(4-527)	N	PL4	N	2
1346628	GT10(371-679)+GT10(1032-1268)	GT10	N	N	2
1347883	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1354103	GH6(122-281)	GH6+CBM1	N	N	2
1359030	GT2_Glyco_tranf_2_3(179-429)	N	N	N	1
1359089	GT2_Glycos_transf_2(3-162)	N	N	N	1
1359307	CBM21(675-791)	N	N	N	1
1359850	PL3_2(37-239)	N	N	Y(1-19)	1
1361982	GT20(58-523)	GT20+CBM20	GT20	N	3
1362789	GH1(93-670)	GH1	GH1	Y(1-29)	3
1368843	GH31(848-1326)	GH31	GH31	N	3
1370512	GT17(32-175)	N	N	N	1
1371179	GH5_4(67-221)	GH5	N	Y(1-22)	2
1373467	CE6(93-201)	CE6+CBM60	CE6	Y(1-24)	3
1376214	PL3_2(23-222)	N	N	N	1
1377532	GT2_Glycos_transf_2(28-166)	N	N	N	1
1379922	GH18(220-568)	GH18+CBM5	N	N	2
1380738	GT2_Glycos_transf_2(28-155)	N	N	N	1
1382384	CBM13(420-552)	GH39	CBM13+GH39	N	3
1388785	PL1_7(158-339)	PL1	N	Y(1-19)	2
1388798	PL1_7(164-345)	PL1	N	Y(1-19)	2
138987	GH5_7(57-346)	GH5+CBM1	N	N	2
1395032	CE16(64-294)	N	N	N	1
1395048	GT2_Glycos_transf_2(28-141)	N	N	N	1
1395063	GT2_Glycos_transf_2(28-154)	N	N	N	1
1395146	GT2_Glycos_transf_2(28-168)	N	N	N	1
1395179	GT2_Glycos_transf_2(28-162)	N	N	N	1
1395181	GT2_Glycos_transf_2(29-163)	N	N	N	1
1395206	GT2_Glycos_transf_2(28-185)	N	N	N	1
1395216	GT34(89-259)	N	N	N	1
1396562	GH11(48-231)	GH11	N	Y(1-20)	2
1398993	CE16(21-171)	N	N	N	1
1401004	GT17(237-373)	N	N	N	1
1401830	GH11(50-228)	GH11	N	Y(1-20)	2
1407013	GH3(63-271)	GH3+CBM1	GH3	Y(1-29)	3
1409792	GH45(190-355)	N	N	Y(1-19)	1
14148	GH10(26-323)	GH10+GH45	CBM1+GH10	Y(1-21)	3
1415859	GH6(139-406)+GH6(498-765)+GH6(857-1124)	GH6+CBM1	GH6	Y(1-19)	3
1416123	CE4(104-215)	CE4	N	Y(1-28)	2
1416185	PL1_7(162-343)	PL1	N	Y(1-19)	2
1416189	PL1_7(186-367)	PL1	N	Y(1-19)	2
1416532	GH6(141-441)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1416536	GH6(137-437)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1416542	GH6(158-305)	N	N	N	1
1416570	GH3(530-654)	GH3	GH3	N	3
1416803	GT2_Chitin_synth_2(1277-1789)	GT2	GT2	N	3
1417100	GH6(157-428)	GH6+CBM1	GH6	Y(1-30)	3
1417106	CE4(26-151)	CE4+CBM18	N	N	2
1417446	GH11(48-231)	GH11	N	Y(1-20)	2
1417447	GH11(48-231)	GH11	N	Y(1-27)	2
1417449	GH11(48-231)	GH11	N	Y(1-27)	2
1417453	GH11(48-231)	GH11	N	Y(1-20)	2
1417454	GH11(240-423)	GH11	N	N	2
1417455	GH10(28-324)	GH10	CBM1+GH10	Y(1-22)	3
1417468	GH10(26-327)+CBM13(371-512)	GH10	CBM1+GH10	N	3
1417501	GH5_5(22-306)+GH5_5(414-698)	N	CBM10+GH5_5	N	2
1417503	GH5_5(22-307)+GH5_5(451-736)+GH5_5(880-1165)	N	CBM10+GH5_5	N	2
1417847	CBM63(178-248)	N	N	N	1
1418051	GH39(119-267)+CBM13(451-603)	GH39	CBM13+GH39	Y(1-23)	3
1418556	CBM35(10-121)+GH26(140-445)	N	CBM35+GH26	N	2
1418668	CE15(52-376)	CE15	CE15	Y(1-22)	3
1418673	CE4(103-196)	N	N	Y(1-21)	1
1418892	CE8(31-300)	N	N	Y(1-21)	1
1418939	GH11(46-230)+GH11(445-629)+CE4(679-809)	GH11	GH11	Y(1-22)	3
1419308	GT8(320-536)	N	N	N	1
1419353	GH11(46-224)	N	N	Y(1-20)	1
1419523	GH48(29-260)+GH48(258-625)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1419524	GH48(29-647)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1420402	GH45(152-353)	GH45+CBM1	N	Y(1-21)	2
1420710	GT2_Glycos_transf_2(27-169)	N	N	N	1
1420714	CE16(91-343)	N	N	N	1
1420927	PL1_7(128-310)	PL1	N	N	2
1420928	CE12(79-299)	CE12	N	Y(1-25)	2
1421031	CE1(244-410)	N	N	N	1
1421142	GH6(205-471)	GH6+CBM1	CBM1+GH6	Y(1-21)	3
1421267	GT2_Glycos_transf_2(63-190)	N	N	Y(1-33)	1
1421303	GH48(28-647)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1421726	CE4(189-318)	CE4+CBM18	N	Y(1-20)	2
1422142	PL3_2(118-319)	PL3	N	Y(1-24)	2
1422156	GT71(214-460)	N	N	N	1
1422157	CE8(5-255)	N	N	N	1
1422177	GH6(148-451)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1422581	GH3(563-802)	GH3	GH3	Y(1-25)	3
1422582	GH3(563-802)	GH3	GH3	Y(1-25)	3
1422588	GH3(588-790)	GH3	GH3	N	3
1422662	GH5_7(56-353)	N	CBM1+GH5_7	N	2
1422695	GH3(513-618)	N	N	Y(1-29)	1
1422698	GH3(4-109)	N	N	N	1
1422856	PL4(17-544)	N	PL4	Y(1-20)	2
1422936	GT34(263-439)	N	N	N	1
1423163	GT2_Chitin_synth_2(499-1012)	GT2	GT2	N	3
1423326	GH18(397-764)	GH18+CBM12+CBM2+CBM5	N	N	2
1423712	GH43_1(8-317)	GH43	GH43_1	N	3
1423720	GH43_1(8-317)	GH43	GH43_1	N	3
1423912	GH6(151-453)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1424081	CE4(18-140)	CE4+CBM18	N	N	2
1424227	CE16(51-303)	N	N	N	1
1424271	GH3(601-798)	GH3	GH3	Y(1-25)	3
1424273	CE12(122-328)	N	N	Y(1-27)	1
1424289	GH10(23-332)+GH10(364-671)	GH10+CBM22	N	N	2
1424355	GT34(251-441)	N	N	N	1
1424477	GH26(160-287)	GH26	GH26	Y(1-22)	3
1424554	PL4(197-382)	N	N	Y(1-20)	1
1424560	PL4(17-568)	N	PL4	Y(1-20)	2
1424561	PL4(17-568)	N	PL4	Y(1-20)	2
1424564	PL4(22-549)	N	PL4	N	2
1424576	GH11(45-228)	GH11	CBM1+GH11	Y(1-20)	3
1424660	GH16_21(334-415)	N	N	N	1
1424690	CE1(143-365)	CE1	CE1	Y(1-23)	3
1424769	GH5_7(467-758)	N	N	N	1
1424903	GH16_21(31-228)	N	GH16_21	Y(1-25)	2
1425307	GH11(45-126)	N	N	Y(1-20)	1
1425588	GT8(583-830)	N	N	N	1
14256	GH10(26-323)	GH10	CBM1+GH10	N	3
1425611	GT2_Glycos_transf_2(28-165)	N	N	N	1
1425852	PL4(15-579)+CE12(709-922)	CE12	PL4	Y(1-19)	3
1425999	GH5_4(59-332)	GH5	GH5_4	N	3
1426006	PL3_2(93-294)	PL3	N	N	2
1426252	GT4(2593-2723)	N	GT4	N	2
1427111	GT101(141-359)	GT101	N	N	2
1427112	CE16(164-361)	N	N	N	1
1427156	GH24(71-211)	N	N	N	1
1427222	GH9(192-622)	GH9+CBM2+CBM3	N	Y(1-20)	2
1427272	GH11(51-239)	N	CBM1+GH11	Y(1-23)	2
1427446	GH11(45-228)	GH11	CBM1+GH11	Y(1-27)	3
1427616	GT2_Chitin_synth_1(213-374)	GT2	GT2	N	3
1427728	CE4(195-324)	CE4+CBM18	N	Y(1-20)	2
1428630	GH5_4(59-330)	GH5+CBM1+CBM72+CBM79	GH5_4	N	3
1428634	CE1(359-593)	CE1	CE1	N	3
1428733	CBM13(27-170)	N	CE1	Y(1-20)	2
1428738	CE1(184-407)	CE1+CBM9	CBM22+CBM37+CE1+GH11	Y(1-17)	3
1428740	CBM13(114-253)+CE1(306-536)	CE1+CBM9	CBM22+CBM37+CE1+GH11	Y(1-21)	3
1428980	GH11(46-229)+GH11(450-633)	GH11	GH11	Y(1-22)	3
1429204	GH1(67-644)	GH1	GH1	Y(1-30)	3
1429652	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
1429656	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
1429844	GH11(53-242)+GH11(317-506)+GH11(712-901)+GH11(974-1163)+CE4(1212-1342)	GH11	N	Y(1-26)	2
1429850	GH26(183-320)+GH26(519-656)+GH26(855-992)	GH26	GH26	Y(1-23)	3
1430077	GH48(27-646)	GH48+CBM2+CBM3	GH48	Y(1-29)	3
1430280	CE4(522-650)	CE4+CBM18	N	Y(1-21)	2
1430463	CE2(150-371)+CE2(585-806)	CE2	N	Y(1-25)	2
1430512	GT20(200-659)	GT20	GT20	N	3
1430528	GH11(46-224)+GH11(349-527)+GH11(610-788)+GH11(871-1049)+GH11(1132-1310)	GH11	GH11	Y(1-21)	3
1430600	PL4(15-580)+CE12(721-934)	CE12	PL4	Y(1-19)	3
1431074	CE1(112-334)	N	N	Y(1-21)	1
1431191	GH11(45-228)	GH11+CBM1	CBM1+GH11	Y(1-27)	3
1431192	GH11(45-228)	GH11+CBM1	CBM1+GH11	Y(1-27)	3
1431364	GT17(227-363)	N	N	N	1
1431385	GH5_4(59-331)	GH5	GH5_4	N	3
1431693	GH6(145-447)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1431722	GH16_21(31-228)	N	GH16_21	Y(1-23)	2
1431723	GH16_21(32-229)	N	GH16_21	Y(1-21)	2
1431781	GH43_35(75-369)	GH43	N	Y(1-21)	2
1431901	CE4(27-153)	CE4	CE4	N	3
1431953	GH48(34-653)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
1431956	CE6(89-197)+CBM13(307-448)	CE6	CE6	Y(1-24)	3
1432019	CE1(161-392)	N	N	Y(1-21)	1
1432233	PL4(18-574)	N	PL4	Y(1-24)	2
1432591	GH1(65-642)	GH1	GH1	Y(1-30)	3
1432914	GH6(123-389)+GH6(497-763)+GH6(867-1133)	GH6+CBM1	CBM1+GH6	Y(1-24)	3
1432944	CE6(89-198)	CE6+CBM60	CE6	Y(1-24)	3
1433061	CE4(112-240)	N	N	Y(1-23)	1
1433063	CE4(125-253)	N	N	Y(1-23)	1
1433065	CE4(118-246)	N	N	Y(1-23)	1
1433068	CE4(126-255)	N	N	Y(1-23)	1
1433069	CE4(128-257)	N	N	Y(1-23)	1
1433331	CE6(89-198)	CE6+CBM60	CE6	Y(1-24)	3
1433334	GH5_4(189-463)+GH5_4(579-853)+GH5_4(969-1243)	GH5	GH5_4	Y(1-25)	3
1433514	GH3(590-793)	GH3	GH3	Y(1-25)	3
1433515	GH3(590-767)	GH3	GH3	N	3
1433621	GH13_8(258-551)	GH13+CBM48	CBM48+GH13_8	N	3
1433789	CE1(242-470)	CE1	CE1	Y(1-26)	3
1433957	CBM13(27-189)	N	CE1	Y(1-20)	2
1434228	CE8(30-302)	N	N	N	1
1434237	GT71(214-461)	N	N	N	1
1434686	GH3(63-271)	GH3	GH3	Y(1-27)	3
1434949	GH6(143-411)+GH6(522-791)	GH6+CBM1	CBM1+GH6	Y(1-24)	3
1435354	GH1(72-650)	GH1	GH1	Y(1-39)	3
1435618	GH3(639-837)	GH3	GH3	Y(1-26)	3
1435713	CE16(76-325)	N	N	N	1
1435778	PL3_2(37-239)	N	N	Y(1-19)	1
1435780	PL3_2(37-239)	N	N	Y(1-19)	1
1435782	PL3_2(37-239)	N	N	Y(1-19)	1
1435784	PL3_2(37-239)	N	N	Y(1-19)	1
1435790	PL3_2(37-239)	N	N	Y(1-19)	1
1436424	GH43_37(111-341)+CBM61(401-539)	CBM35+CBM61	CBM61+GH43_37	Y(1-19)	3
1436615	GH6(151-453)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1436616	GH6(148-450)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1436618	GH6(146-448)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1436621	GH6(148-451)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1436635	GH6(144-446)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1436824	GH2(70-986)+CBM13(1368-1504)	N	CBM51+GH2	Y(1-25)	2
1437879	GH11(14-105)	N	N	N	1
1438591	GH18(48-378)	N	N	Y(1-20)	1
1438954	GH6(12-155)	GH6+CBM1	N	N	2
1439100	GH47(38-470)	GH47	GH47	N	3
15347	CE8(30-302)	N	N	N	1
1615583	GH10(1-263)	GH10	N	N	2
1615621	GH18(211-551)	N	CBM18+GH18	N	2
1615979	GH43_16(43-344)+CBM13(514-659)	GH43+CBM13+CBM22+CBM36+CBM6	CBM13+CBM6+GH43_16	Y(1-26)	3
1616385	GT50(128-383)	GT50	N	N	2
1617094	PL1_6(124-348)	N	PL1	Y(1-20)	2
1617194	CBM87(34-254)	N	N	Y(1-24)	1
1618179	CE1(202-422)	N	N	Y(1-26)	1
1618281	CE4(31-158)	CE4	N	Y(1-22)	2
1618474	PL1_7(36-217)	PL1	N	N	2
1619773	GH18(48-393)	GH18	N	N	2
1620069	GT17(236-372)	N	N	N	1
1620569	GH114(34-228)	GH114	N	Y(1-26)	2
1620927	GH6(150-451)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1622435	CE1(6-183)+CE1(276-502)	N	CE1	N	2
1622826	GH43_2(24-306)	GH43+CBM6	CBM6+GH43_2	N	3
1623987	CE16(52-303)	N	N	N	1
1624911	GH114(47-246)	GH114	N	Y(1-22)	2
1626243	GH11(48-231)	GH11	N	Y(1-20)	2
1626244	GH11(48-231)	GH11	N	Y(1-20)	2
1626249	GH10(1-114)	N	N	N	1
1626250	GH11(48-231)	GH11	N	Y(1-20)	2
1627686	CBM32(27-159)	N	N	Y(1-24)	1
1627814	GT2_Chitin_synth_1(143-304)	GT2	GT2	N	3
1628255	GH10(42-351)	N	GH10	N	2
1628421	GH5_4(1-135)	N	N	N	1
1628671	CE1(251-478)	CE1	CE1	Y(1-29)	3
1630250	GT2_Chitin_synth_1(155-325)	GT2	GT2	N	3
1630546	CE4(33-163)	N	N	Y(1-20)	1
1633288	GH30_5(1-397)	GH30	GH30_5	N	3
1633472	GH5_7(1-112)	N	N	N	1
1634555	GT2_Chitin_synth_2(516-1018)	GT2	GT2	N	3
1635047	GT4(212-389)	GT4	GT4	N	3
1635392	GT20(230-656)	GT20	GT20	N	3
1635662	CE18(238-598)	N	N	N	1
1635989	GH5_4(1-135)	N	N	N	1
1636986	CE4(11-156)	N	N	N	1
1637371	GH43_4(32-374)	GH43	GH43_4	Y(1-31)	3
1637449	GT3(14-708)	GT3	GT3	N	3
1638558	GT10(18-257)	N	N	N	1
1639598	CE16(46-297)	N	N	N	1
1640638	CBM87(38-257)+CE18(262-617)	N	N	N	1
1640639	CBM87(55-275)+CE18(276-636)	N	N	Y(1-32)	1
1643005	GH43_35(9-304)	N	N	N	1
1643019	GH43_16(38-353)	GH43+CBM22+CBM36+CBM6	CBM13+CBM2+CBM6+GH43_16	Y(1-25)	3
1643233	GH3(68-272)+GH6(832-1121)	N	GH6	Y(1-21)	2
1643275	GH5_7(1-209)	GH5	N	N	2
1643845	GH74(76-186)	GH74	CBM13+GH74	N	3
1645361	GH16_21(159-329)	N	N	Y(1-20)	1
1645396	CBM26(215-281)+GH31(523-1007)	GH31	GH31	N	3
1645399	CBM26(137-203)+GH31(445-929)	GH31	GH31	N	3
1645402	CBM26(222-288)+GH31(530-1014)	GH31	GH31	N	3
1645405	CBM26(228-294)+GH31(536-1020)	GH31	GH31	Y(1-65)	3
1645658	GT17(8-144)	N	N	N	1
1646956	GH10(101-455)	N	GH10	Y(1-27)	2
1646957	GH10(101-455)	N	GH10	Y(1-27)	2
1647010	GH97(159-766)	N	GH97	Y(1-22)	2
1648016	GT2_Glycos_transf_2(28-161)	N	N	N	1
1648413	GH114(43-203)	N	N	N	1
1649345	CBM67(379-529)+GH78(588-1122)	GH78+CBM67	GH78	N	3
1649366	PL1_7(63-244)	PL1	N	Y(1-19)	2
1650640	CE16(46-293)	N	N	N	1
1651162	GT2_Glycos_transf_2(62-215)	N	N	N	1
1651165	GT2_Glycos_transf_2(68-195)	N	N	Y(1-33)	1
1651965	GT34(416-597)	N	N	N	1
1652197	GH32(1-260)	GH32+CBM38	GH32	N	3
1652204	GH32(1-260)	GH32+CBM38	GH32	N	3
1652282	GH32(1-260)	CBM38	GH32	N	3
1652286	GH32(1-260)	GH32+CBM38	GH32	N	3
1652981	CBM32(30-157)	N	N	N	1
1653617	GH30_3(190-623)	GH30	GH30_3	N	3
1653640	GH141(162-769)	N	GH141	Y(1-21)	2
1653949	CE4(26-151)	CE4+CBM18	N	N	2
1654704	GH64(112-475)	N	CBM52+GH64	Y(1-27)	2
1654705	GT2_Glycos_transf_2(31-167)	N	N	N	1
1656317	GH16_3(192-456)	CBM4+CBM54+CBM6	N	Y(1-19)	2
1660710	GT17(233-370)	N	N	N	1
1660915	CE16(12-223)	N	N	N	1
1661086	GT2_Glyco_tranf_2_4(40-136)	N	N	N	1
1661449	GH5_7(62-353)	N	N	Y(1-27)	1
1661511	CE4(28-153)	N	CE4	N	2
1661544	GT34(245-408)	N	N	N	1
1663489	GH6(143-419)	GH6+CBM1	GH6	Y(1-19)	3
1663557	GH45(258-456)	GH45+CBM1	N	Y(1-20)	2
1664618	CE4(355-484)	N	N	Y(1-28)	1
1664767	CE4(288-415)	CE4+CBM18	N	Y(1-20)	2
1665893	CE1(153-384)	CE1	N	Y(1-21)	2
1668442	GT71(177-422)	N	N	Y(1-33)	1
1668929	GH43_16(40-355)+GH43_22(611-852)	GH43+CBM22+CBM36+CBM6	CBM13+CBM6+GH43_16	Y(1-22)	3
1668993	GH16_21(39-231)	N	GH16_21	Y(1-28)	2
1669150	GH18(420-787)	GH18+CBM12+CBM2+CBM5	N	N	2
1669299	GH10(25-336)	N	N	Y(1-19)	1
1669300	GH10(25-336)	N	N	Y(1-19)	1
1669903	GT39(17-260)	N	N	N	1
1670379	GH10(1-214)	N	N	N	1
1670380	GH10(1-214)	GH10+CBM22+CBM9	N	N	2
1670382	GH10(5-175)+GH10(218-524)	N	N	N	1
1670916	CBM35(24-137)+GH26(158-459)	GH26+CBM35	CBM35+GH26	N	3
1670977	CBM35(24-137)+GH26(158-459)	GH26+CBM35	CBM35+GH26	N	3
1672285	GT34(335-538)	N	N	N	1
1673177	GH5_7(58-349)	N	N	N	1
1673410	CE4(170-299)	N	N	N	1
1673572	GT71(184-418)	N	N	N	1
1673649	GT39(24-268)	GT39	GT39	N	3
1674298	CBM25(500-578)	N	N	N	1
1674340	GH43_4(158-500)	GH43	GH43_4	Y(1-25)	3
1675743	GH48(37-618)	N	N	N	1
1677182	GT2_Glycos_transf_2(29-176)	N	N	N	1
1677329	GT2_Glycos_transf_2(29-178)	N	N	N	1
1677641	CBM87(34-250)	N	N	N	1
1677771	GT4(193-335)	GT4	GT4	N	3
1679267	GH5_5(23-308)	GH5+CBM1	CBM10+GH5_5	N	3
1682074	GH43_4(159-501)	GH43	GH43_4	Y(1-21)	3
1682640	AA4(30-267)	N	N	N	1
1682780	CE4(79-207)	N	N	Y(1-23)	1
1684881	CBM87(36-251)+CE18(257-612)	N	N	N	1
1684958	GH115(1-562)	GH115	GH115	N	3
1684965	GH115(1-582)	GH115	GH115	N	3
1685944	GH13_28(46-304)+CBM25(572-641)	CBM25+CBM26	CBM26+GH13_28	Y(1-26)	3
1686178	GH31(741-1227)	GH31	GH31	N	3
1686184	GH25(122-306)	N	N	N	1
1686287	GH3(64-271)	GH3+CBM1	GH3	Y(1-21)	3
1686954	GT4(329-492)	GT4	N	N	2
1687992	GH2(73-987)+CBM13(1369-1505)	CBM13+CBM2+CBM51	CBM51+GH2	Y(1-25)	3
1688301	CE4(29-175)	N	N	Y(1-66)	1
1689482	GT71(183-432)	N	N	N	1
1692153	GH115(1-598)	GH115	GH115	N	3
1692356	GH114(29-228)	N	N	N	1
1692976	GT20(9-514)	GT20	GT20	N	3
1693012	GT17(237-373)	N	N	N	1
1695736	GH10(106-453)	GH10	GH10	Y(1-29)	3
1696937	GT2_Chitin_synth_2(503-992)	GT2	GT2	N	3
1698506	CBM13(28-173)	N	N	Y(1-19)	1
1698684	CE1(115-339)	N	N	Y(1-21)	1
1698766	CE4(2-110)	N	N	N	1
1699418	GH26(169-314)	GH26	GH26	Y(1-22)	3
1699420	GH43_10(26-296)+CBM13(579-734)	GH43	CBM22+GH43_10	Y(1-33)	3
1702466	GH38(254-512)	GH38	GH38	N	3
1703845	GH18(32-396)	GH18+CBM5	N	Y(1-30)	2
1704317	GH105(204-577)	N	GH105	Y(1-20)	2
1704669	GT17(220-357)	N	N	N	1
1704966	GH105(205-578)	N	GH105	Y(1-20)	2
1704981	GH114(31-226)	GH114	N	Y(1-22)	2
1704991	GT71(230-480)	N	N	Y(1-32)	1
1705136	GH13_25(1182-1658)	GH133	GH13_25+GH133	N	3
